Date/Time,"Steam flow 
(t/h)","Export power.
(MW)","Post combustion 
temp. C","Flue gas temp inlet 
bag filter temp. C","IDF Running 
(PV Control.) %","RGF Running 
(PV Control.) %",Sootblow,"PAF Running 
(PV Control.) %",Problem
28/12/2025 2:00 ¹.,43,7.604,1028.3,176.3,90.1,90.5,0,65.8,0
28/12/2025 3:00 ¹.,44,8.096,1102.7,179.3,91.6,90.6,0,65.8,0
28/12/2025 4:00 ¹.,42,7.573,1042.2,179.7,92.3,90.5,0,65.8,0
28/12/2025 5:00 ¹.,41,7.34,1052.9,181.5,93.8,90.6,0,65.8,0
28/12/2025 6:00 ¹.,40,7.061,1024.5,179.6,94.7,90.6,0,65.8,0
28/12/2025 7:00 ¹.,43,8.062,1054.3,178.2,93,93,0,65.6,0
28/12/2025 8:00 ¹.,43,7.899,1071.6,178.5,92.3,93.6,0,64.5,0
28/12/2025 9:00 ¹.,41,7.362,1001,178.8,90.3,92.1,0,64.8,0
28/12/2025 10:00 ¹.,41,7.263,981.6,180.4,90.3,90.2,0,64.3,0
28/12/2025 11:00 ¹.,43,7.76,1051.6,183.9,94.9,93,0,66.9,0
28/12/2025 12:00 ¹.,44,7.965,1095.8,185.7,95.9,93.5,0,67.3,0
28/12/2025 13:00 ¹.,44,7.84,1077,184.9,95.2,94,0,64.9,0
28/12/2025 14:00 ¹.,43,7.773,1059.2,186.1,97.7,93.7,0,64.9,0
28/12/2025 15:00 ¹.,44,8.131,1092.6,188.2,97.4,94.2,0,65,0
28/12/2025 16:00 ¹.,45,8.096,1070.7,184.9,91.5,92.3,0,64.9,0
28/12/2025 17:00 ¹.,43,7.661,1047.5,190.9,99.6,91.2,0,62.7,0
28/12/2025 18:00 ¹.,44,8.035,1067.7,195.8,98,92.3,0,59.2,0
28/12/2025 19:00 ¹.,43,7.562,1044.5,185.4,91.5,91.8,0,63.7,0
28/12/2025 20:00 ¹.,43,7.797,1104.3,185.8,93.5,92,0,62.3,0
28/12/2025 21:00 ¹.,43,7.775,1072.2,187.9,96.3,91.7,0,61.9,0
28/12/2025 22:00 ¹.,43,8.12,1113.6,189.5,94,95.1,0,62.2,0
28/12/2025 23:00 ¹.,42,7.522,1071.2,186.2,94.1,90.5,0,63.6,0
28/12/2025 0:00 ¹.,40,7.159,1039.8,183.8,96.6,91.4,0,64,0
29/12/2025 1:00 ¹.,44,8.121,1095.6,181.6,94.1,95.6,0,64.1,0
29/12/2025 2:00 ¹.,42,7.608,1032.5,179.2,90.2,95.6,0,63.9,0
29/12/2025 3:00 ¹.,41,7.386,1009.6,177.9,88.4,92.7,0,64.8,0
29/12/2025 4:00 ¹.,41,7.29,1008.1,176.9,88.2,90.6,0,65,0
29/12/2025 5:00 ¹.,41,7.279,1062.4,179.3,92.1,90.5,0,65.8,0
29/12/2025 6:00 ¹.,37,6.478,994.3,180.6,94.6,90.5,0,65.2,0
29/12/2025 7:00 ¹.,42,7.614,1028.6,176.2,91.2,90.6,0,64.3,0
29/12/2025 8:00 ¹.,44,7.993,1044.7,176.4,90.7,90.6,0,64.7,0
29/12/2025 9:00 ¹.,43,8.041,1065.6,179.6,90.7,93,0,61.6,0
29/12/2025 10:00 ¹.,36,6.345,1010.8,178.9,89.5,90.6,0,62.7,0
29/12/2025 11:00 ¹.,44,8.031,1102.2,184.5,96.8,91.4,0,63.2,0
29/12/2025 12:00 ¹.,43,7.848,1077.7,182.9,91.3,91.6,0,63.2,0
29/12/2025 13:00 ¹.,44,7.789,1046.8,182.4,90.1,90.5,0,63.2,0
29/12/2025 14:00 ¹.,44,7.818,1088.1,186.1,94.8,90.6,0,63,0
29/12/2025 15:00 ¹.,44,7.974,1122.2,186.3,97.7,91.9,0,63.3,0
29/12/2025 16:00 ¹.,45,8.103,1073.4,180.2,93.9,89.8,0,64.8,0
29/12/2025 17:00 ¹.,43,7.889,1077.7,179.9,90.4,90.2,0,64.8,0
29/12/2025 18:00 ¹.,44,8.008,1070.2,179.6,90.9,90.5,0,63.3,0
29/12/2025 19:00 ¹.,44,8.136,1077,181.7,92.3,90.5,0,63.8,0
29/12/2025 20:00 ¹.,44,7.966,1075.8,180.9,90.4,90.6,0,63.2,0
29/12/2025 21:00 ¹.,44,7.886,1051.9,181.1,91.1,90.6,0,63.9,0
29/12/2025 22:00 ¹.,43,7.946,1083.5,182.6,91,92,0,63.3,0
29/12/2025 23:00 ¹.,44,7.953,1111.2,183.7,96.3,90.5,0,63.2,0
29/12/2025 0:00 ¹.,44,8.122,1110.6,178.9,93.1,90.7,0,63.6,0
30/12/2025 1:00 ¹.,44,8.156,1054.6,177.1,91.9,95.5,0,65.5,0
30/12/2025 2:00 ¹.,44,7.97,1055.9,177.5,92.2,93.8,0,65.4,0
30/12/2025 3:00 ¹.,43,7.689,1044.6,177.8,91.7,92.6,0,65.2,0
30/12/2025 4:00 ¹.,43,7.661,1075.3,180.8,93.2,94.3,0,65.2,0
30/12/2025 5:00 ¹.,40,6.924,1026.4,178.9,93.7,92.6,0,64.5,0
30/12/2025 6:00 ¹.,40,7.003,980.7,173.8,89.3,91.5,0,63.1,0
30/12/2025 7:00 ¹.,43,7.63,1024,174,88.1,91.5,0,63.1,0
30/12/2025 8:00 ¹.,40,7.035,999.9,174,87.3,90.6,0,61.7,0
30/12/2025 9:00 ¹.,40,7.146,1015,179.8,94,89.3,0,62,0
30/12/2025 10:00 ¹.,43,8.134,1119.5,185,96.8,90.6,0,62.3,0
30/12/2025 11:00 ¹.,43,8.155,1118.5,183.8,91.3,91.8,0,62.3,0
30/12/2025 12:00 ¹.,44,8.11,1111.8,186.3,92.1,92.3,0,62.3,0
30/12/2025 13:00 ¹.,44,8.092,1106.3,185.6,91.3,92.8,0,63.6,0
30/12/2025 14:00 ¹.,41,7.292,1050,185.1,92.5,90.5,0,64.2,0
30/12/2025 15:00 ¹.,44,8.013,1120.3,189.1,98.6,91.8,0,64.7,0
30/12/2025 16:00 ¹.,44,7.859,1093.4,181.7,93,90,0,64.3,0
30/12/2025 17:00 ¹.,42,7.723,1089.4,182.3,92,93.8,0,62.8,0
30/12/2025 18:00 ¹.,42,7.619,1047.5,180.2,88.2,93.4,0,62,0
30/12/2025 19:00 ¹.,44,8.155,1107.8,181.8,92.1,93.3,0,62.7,0
30/12/2025 20:00 ¹.,44,8.128,1097.3,182.6,90.8,94.5,0,61.6,0
30/12/2025 21:00 ¹.,44,8.151,1137.9,183,94.1,93.5,0,63.2,0
30/12/2025 22:00 ¹.,44,8.051,1095.6,183.1,90.9,95.1,0,63.2,0
30/12/2025 23:00 ¹.,43,7.874,1126,185.4,96.7,95.1,0,63.2,0
30/12/2025 0:00 ¹.,43,7.661,1068.7,180,92.7,95.1,0,62.8,0
31/12/2025 1:00 ¹.,44,7.88,1067.6,174,87,91.4,0,61.3,0
31/12/2025 2:00 ¹.,45,8.108,1081.3,174.8,87.6,91.5,0,62.1,0
31/12/2025 3:00 ¹.,42,7.282,1026.3,175.1,87.8,91,0,63.2,0
31/12/2025 4:00 ¹.,41,7.309,1031.1,177.7,89.5,90.3,0,64,0
31/12/2025 5:00 ¹.,43,7.653,1042.2,183.9,98.1,90.2,0,66.7,0
31/12/2025 6:00 ¹.,41,7.26,1074.4,183.9,96.8,90.2,0,66.1,0
31/12/2025 7:00 ¹.,41,7.247,1035.3,176.7,92.1,90.4,0,65.2,0
31/12/2025 8:00 ¹.,40,7.042,1006.8,173.9,88.9,90.1,0,62.2,0
31/12/2025 9:00 ¹.,44,7.82,1076.2,175.9,90.7,90,0,65.1,0
31/12/2025 10:00 ¹.,42,7.637,1089.3,182,95.5,90.4,0,64.3,0
31/12/2025 11:00 ¹.,42,7.711,1109.3,183.8,95.7,92.6,0,64.5,0
31/12/2025 12:00 ¹.,33,5.754,998.4,183.9,91,83.5,0,59.4,0
31/12/2025 13:00 ¹.,12,1.716,838.4,151.5,68.5,13.3,0,41.3,0
31/12/2025 14:00 ¹.,35,6.138,1007,173.5,85.6,85,0,57.4,0
31/12/2025 15:00 ¹.,34,5.935,964.6,188.1,97.8,90.4,0,63.2,0
31/12/2025 16:00 ¹.,40,7.297,1031,182.6,91.6,94.6,0,63.2,0
31/12/2025 17:00 ¹.,42,7.621,1058,180.5,88.1,91.7,0,62.8,0
31/12/2025 18:00 ¹.,42,7.568,1052.5,181.8,89.6,91.9,0,62.7,0
31/12/2025 19:00 ¹.,42,7.403,1022,181.5,90,93.8,0,62.1,0
31/12/2025 20:00 ¹.,44,8.117,1098.8,184,92.1,93.1,0,63.2,0
31/12/2025 21:00 ¹.,42,7.484,1044.4,181.6,89.7,91.9,0,63.7,0
31/12/2025 22:00 ¹.,41,7.24,1027.3,181.4,90.1,90.9,0,64.6,0
31/12/2025 23:00 ¹.,42,7.606,1050.1,183.8,90.8,93.6,0,63.8,0
31/12/2025 0:00 ¹.,42,7.636,1081.2,183.9,90.4,92.6,0,61.8,0
1/01/2026 1:00 ¹.,42,7.624,1060.3,184.6,90.1,93,0,61,0
1/01/2026 2:00 ¹.,41,7.243,1024.8,182,88.2,90.6,0,62.7,0
1/01/2026 3:00 ¹.,36,6.329,981.9,180.7,86.6,90.5,0,59.7,0
1/01/2026 4:00 ¹.,42,7.559,1061.8,183.8,89,92.2,0,61.3,0
1/01/2026 5:00 ¹.,42,7.373,1082.2,186,93.2,91.2,0,61,0
1/01/2026 6:00 ¹.,36,6.242,991.3,175.1,87.1,86.2,0,60.1,0
1/01/2026 7:00 ¹.,41,7.254,1025.6,171.6,85.5,85.7,0,60.7,0
1/01/2026 8:00 ¹.,43,7.846,1051.3,183.2,95.1,87.7,0,62.6,0
1/01/2026 9:00 ¹.,42,7.608,1036.9,179.2,88.6,92,0,64.1,0
1/01/2026 10:00 ¹.,40,7.128,1007.4,179.6,88.5,88.5,0,63.6,0
1/01/2026 11:00 ¹.,41,7.122,1012.6,182.2,87.4,93.4,0,61.4,0
1/01/2026 12:00 ¹.,42,7.349,1041.5,183.6,85.7,91,0,59.7,0
1/01/2026 13:00 ¹.,40,6.84,1001.7,182.8,83.8,91.4,0,59.3,0
1/01/2026 14:00 ¹.,41,7.059,1039.1,184.7,87.5,89.4,0,61.3,0
1/01/2026 15:00 ¹.,40,7.001,1064.2,185.7,88.9,89,0,62.1,0
1/01/2026 16:00 ¹.,41,7.22,1046.7,180.8,89.7,86,0,61.7,0
1/01/2026 17:00 ¹.,44,7.702,1058.5,183.2,87.2,88.2,0,60.2,0
1/01/2026 18:00 ¹.,42,7.31,1040.8,179.5,87.6,87.9,0,64.6,0
1/01/2026 19:00 ¹.,36,6.268,978.5,181.2,86.2,91.4,0,61.5,0
1/01/2026 20:00 ¹.,41,7.233,1018.9,181.3,89.3,86.3,0,64.9,0
1/01/2026 21:00 ¹.,42,7.314,1041.4,181.2,88.6,85.7,1,64.9,0
1/01/2026 22:00 ¹.,43,7.694,1060.7,182.5,90.9,85.7,1,66.8,0
1/01/2026 23:00 ¹.,40,6.78,1034.3,184,93.8,86.5,0,66.8,0
1/01/2026 0:00 ¹.,43,7.891,1068.4,184.7,95.9,92.4,0,65.5,0
2/01/2026 1:00 ¹.,42,7.282,1011.4,177.5,90.5,86.4,0,65.5,0
2/01/2026 2:00 ¹.,40,6.97,1007.5,176.7,90.4,85.7,0,66.2,0
2/01/2026 3:00 ¹.,42,7.529,1050.9,178.4,92,85.7,0,66.8,0
2/01/2026 4:00 ¹.,39,6.786,1003.3,178.6,91.2,85.7,0,66.2,0
2/01/2026 5:00 ¹.,38,6.631,1010.6,179.8,93,85.7,0,65.8,0
2/01/2026 6:00 ¹.,43,7.73,1088.2,183.4,96.4,87.4,1,65.8,0
2/01/2026 7:00 ¹.,43,7.972,1094.1,179.1,93.1,87.1,1,65.8,0
2/01/2026 8:00 ¹.,44,8.135,1095.6,182.7,95.1,86.1,0,65.8,0
2/01/2026 9:00 ¹.,44,8.147,1107.3,184.2,96.1,94.1,0,63.5,0
2/01/2026 10:00 ¹.,44,8.162,1110.3,183.8,91.6,96.3,0,63.3,0
2/01/2026 11:00 ¹.,44,8.15,1079.5,183.6,90.6,95.6,0,64.9,0
2/01/2026 12:00 ¹.,45,8.14,1096.4,187.1,95.3,95.6,0,65,0
2/01/2026 13:00 ¹.,44,8.166,1114.7,188.3,97.4,95.5,0,65,0
2/01/2026 14:00 ¹.,45,8.156,1088.6,181.8,92,94.2,0,64.9,0
2/01/2026 15:00 ¹.,43,7.761,1049.1,180.6,88.6,94.3,0,63.8,0
2/01/2026 16:00 ¹.,42,7.348,1025.4,181.9,88.4,95.4,0,62.9,0
2/01/2026 17:00 ¹.,44,8.17,1108.6,184.3,90.1,95,0,62.2,0
2/01/2026 18:00 ¹.,44,7.825,1076.4,182.5,88.4,93.9,0,61.9,0
2/01/2026 19:00 ¹.,45,7.974,1091,182.5,87.5,91.2,1,62.8,0
2/01/2026 20:00 ¹.,42,7.437,1057.4,182.6,87.2,90.5,1,63.2,0
2/01/2026 21:00 ¹.,41,7.239,1038.1,183.2,87.5,90.4,1,63.2,0
2/01/2026 22:00 ¹.,41,7.28,1043.4,183.9,88.4,88.5,0,63.2,0
2/01/2026 23:00 ¹.,43,7.62,1082.4,189.2,95.7,91.1,0,63.2,0
2/01/2026 0:00 ¹.,42,7.683,1101.8,186,94.3,93.2,0,63.2,0
3/01/2026 1:00 ¹.,43,7.728,1074.1,177.2,87.4,91.5,0,61.3,0
3/01/2026 2:00 ¹.,42,7.495,1054.2,177.1,86.6,90.6,0,61.3,0
3/01/2026 3:00 ¹.,44,7.824,1079.3,178.5,87,91.1,0,61.3,0
3/01/2026 4:00 ¹.,44,7.963,1095.1,182.3,92.9,91.1,0,65.4,0
3/01/2026 5:00 ¹.,41,7.299,1051.5,181.6,89.5,92.6,0,64.1,0
3/01/2026 6:00 ¹.,39,6.92,1045.5,180.8,90,89.9,1,61.5,0
3/01/2026 7:00 ¹.,42,7.547,1072.4,176.8,90.9,88.6,1,63.4,0
3/01/2026 8:00 ¹.,43,7.991,1105,178.4,88.8,91.8,0,62.5,0
3/01/2026 9:00 ¹.,45,8.091,1108.3,178.4,86.5,94.3,0,60.3,0
3/01/2026 10:00 ¹.,44,8.14,1119.5,181.9,88.7,95.7,0,60.6,0
3/01/2026 11:00 ¹.,44,7.982,1133.2,183.4,91.4,93.8,0,60.2,0
3/01/2026 12:00 ¹.,44,7.72,1073.1,180.6,89.5,91.7,1,62.7,0
3/01/2026 13:00 ¹.,45,8.068,1093.8,181,89.1,92.8,1,60.6,0
3/01/2026 14:00 ¹.,44,7.772,1080.7,180,85.8,91.8,1,61.3,0
3/01/2026 15:00 ¹.,44,8.013,1079.6,181.3,86.2,94.4,0,59.6,0
3/01/2026 16:00 ¹.,42,7.374,1052.9,179.4,83.8,87.9,0,61.3,0
3/01/2026 17:00 ¹.,41,7.335,1044.2,181.6,86.6,92.7,1,62.5,0
3/01/2026 18:00 ¹.,40,7.241,1061.5,184.1,88.1,92.8,0,62.3,0
3/01/2026 19:00 ¹.,44,8.049,1109.7,185.2,88.7,93.9,0,61.3,0
3/01/2026 20:00 ¹.,44,7.99,1105.4,187.2,89.9,94.7,0,61.3,0
3/01/2026 21:00 ¹.,43,7.596,1092.6,186.8,88.1,92.2,0,61.3,0
3/01/2026 22:00 ¹.,39,6.763,1060.1,184.8,88.2,91.5,0,61.3,0
3/01/2026 23:00 ¹.,37,6.589,1098,186.9,90.4,90.8,0,62.5,0
3/01/2026 0:00 ¹.,37,6.512,1055.8,182.3,90.4,90.6,0,63.2,0
4/01/2026 1:00 ¹.,40,7.069,1060.1,176.9,86.4,90.6,0,61.6,0
4/01/2026 2:00 ¹.,39,7.051,1067.7,178.8,88.2,90.6,0,62.2,0
4/01/2026 3:00 ¹.,39,6.815,1054,177,86.5,90.6,0,63.2,0
4/01/2026 4:00 ¹.,37,6.52,1014.8,176.9,86,90.6,0,63.2,0
4/01/2026 5:00 ¹.,34,5.763,989.3,175.7,84.4,89.4,0,61.9,0
4/01/2026 6:00 ¹.,31,5.542,991.8,176.8,86.6,87.3,1,60.9,0
4/01/2026 7:00 ¹.,36,6.373,1015.6,172.6,85,87.8,1,60.6,0
4/01/2026 8:00 ¹.,39,6.949,1070.7,175.8,85.8,90.9,0,61.1,0
4/01/2026 9:00 ¹.,38,6.657,1061.3,180.2,86.6,92,0,58,0
4/01/2026 10:00 ¹.,31,5.242,942.1,183.1,92.4,85.7,0,59.2,0
4/01/2026 11:00 ¹.,31,5.184,923,184.7,90.1,85.7,0,54.4,0
4/01/2026 12:00 ¹.,29,4.987,886.8,183.3,86.7,86.9,1,54.4,0
4/01/2026 13:00 ¹.,30,4.915,903.7,177.9,82.4,85.7,1,56.3,0
4/01/2026 14:00 ¹.,26,4.191,865.5,178.2,82.8,85.7,1,56.3,0
4/01/2026 15:00 ¹.,25,4.056,846.4,177.5,84.2,80.6,0,57.3,0
4/01/2026 16:00 ¹.,30,4.978,894.4,181,85.1,83.1,0,53.9,0
4/01/2026 17:00 ¹.,40,7.196,1102,183.2,83.7,90.5,0,58.2,0
4/01/2026 18:00 ¹.,41,7.033,1116.2,183.5,84,90.5,0,58.2,0
4/01/2026 19:00 ¹.,39,6.816,1090.4,185.5,86.4,89.4,0,60.6,0
4/01/2026 20:00 ¹.,39,6.701,1097.8,184.7,87.7,88.3,0,62.5,0
4/01/2026 21:00 ¹.,37,6.382,1052.7,183.9,87.7,88.2,0,62.3,0
4/01/2026 22:00 ¹.,37,6.349,1025.2,182.8,84.5,88.4,0,60.6,0
4/01/2026 23:00 ¹.,36,6.261,1064.1,184.1,86.8,90.5,0,61.3,0
4/01/2026 0:00 ¹.,37,6.345,1058.2,182.7,90.4,90.5,0,62.9,0
5/01/2026 1:00 ¹.,40,7.123,1097.9,177,89.1,90.6,0,64.9,0
5/01/2026 2:00 ¹.,39,6.783,1049,178.1,91.6,90.6,0,64.9,0
5/01/2026 3:00 ¹.,38,6.742,1030.3,179.2,90.2,90.5,0,64.9,0
5/01/2026 4:00 ¹.,40,7.003,1063.2,179.6,89.5,90.4,0,64.9,0
5/01/2026 5:00 ¹.,39,6.845,1088.9,180.8,90.6,90.3,0,64.9,0
5/01/2026 6:00 ¹.,38,6.704,1078.8,180,91.4,90.3,1,64.9,0
5/01/2026 7:00 ¹.,40,7.155,1063.6,175.3,87.7,90.5,1,64.9,0
5/01/2026 8:00 ¹.,39,6.884,1042.8,175.6,88.3,90.7,0,64.9,0
5/01/2026 9:00 ¹.,39,6.83,1021.4,177.9,88,91.2,0,63.5,0
5/01/2026 10:00 ¹.,37,6.636,997.8,180.5,88.1,90.5,0,63.1,0
5/01/2026 11:00 ¹.,38,6.557,1006.6,179.9,87.2,90.5,0,63.1,0
5/01/2026 12:00 ¹.,40,6.985,1035.6,181.3,88.1,90.5,1,63.6,0
5/01/2026 13:00 ¹.,42,7.314,1055.5,183.5,88.7,91.6,1,63.8,0
5/01/2026 14:00 ¹.,42,7.478,1065.8,186.9,91.2,91.5,0,64,0
5/01/2026 15:00 ¹.,43,7.697,1115.2,188.2,92.9,92.3,0,64.1,0
5/01/2026 16:00 ¹.,45,7.94,1080.8,188.6,93.7,93.4,0,63.7,0
5/01/2026 17:00 ¹.,43,7.741,1095.1,187.2,92.7,92.5,0,62.2,0
5/01/2026 18:00 ¹.,40,6.944,1072.4,190.7,96.2,92.6,0,61.6,0
5/01/2026 19:00 ¹.,33,5.854,1020,190.2,95.8,90.3,0,58.5,0
5/01/2026 20:00 ¹.,35,6.168,1039.2,189.7,89.9,90.5,0,55,0
5/01/2026 21:00 ¹.,42,7.469,1081.9,188.2,90.7,92.2,1,57.2,0
5/01/2026 22:00 ¹.,43,7.811,1116.8,190.5,92.1,92.4,1,57.6,0
5/01/2026 23:00 ¹.,42,7.5,1111.8,190.4,96.4,91.8,1,59,0
5/01/2026 0:00 ¹.,34,5.868,978.3,181.2,90.5,86.3,0,61.6,0
6/01/2026 1:00 ¹.,32,5.572,930.9,179.8,93.1,86.6,0,60.1,0
6/01/2026 2:00 ¹.,39,7.034,1021.1,180.7,87.7,95,0,59.4,0
6/01/2026 3:00 ¹.,41,7.39,1049.2,182,88,95.4,0,59.3,0
6/01/2026 4:00 ¹.,41,7.386,1047.2,183.5,87.2,95.4,0,59.2,0
6/01/2026 5:00 ¹.,40,7.088,1052.6,183.7,88.3,92.3,0,60.6,0
6/01/2026 6:00 ¹.,38,6.7,1037.7,183.9,91.9,90.3,1,62.3,0
6/01/2026 7:00 ¹.,42,7.624,1065.1,178.8,89.2,91.5,1,61.3,0
6/01/2026 8:00 ¹.,40,7.111,1042.1,179.6,89,91.5,0,59.3,0
6/01/2026 9:00 ¹.,33,5.579,932.6,185.3,96.3,90.4,0,59.1,0
6/01/2026 10:00 ¹.,35,5.923,951.7,181.5,86.8,88.3,0,58.3,0
6/01/2026 11:00 ¹.,44,7.956,1116.4,182.6,87.6,93.4,0,58.9,0
6/01/2026 12:00 ¹.,43,7.387,1080.9,184.1,87.5,92.7,1,61.9,0
6/01/2026 13:00 ¹.,45,7.933,1122.3,186.9,93.1,93.5,1,64.7,0
6/01/2026 14:00 ¹.,42,7.318,1109.4,188.4,94.5,92.8,1,64.9,0
6/01/2026 15:00 ¹.,41,7.301,1058.4,183.1,93.2,91.6,0,64.9,0
6/01/2026 16:00 ¹.,44,7.993,1104.5,183.8,93.5,93,0,65,0
6/01/2026 17:00 ¹.,44,8.12,1124.5,184.7,92.8,93.5,0,65,0
6/01/2026 18:00 ¹.,43,7.785,1095.9,184.8,92.3,93.6,0,65,0
6/01/2026 19:00 ¹.,44,8.07,1138.5,186.7,94,93.6,0,65,0
6/01/2026 20:00 ¹.,44,8.091,1164,187.3,94,93.6,1,65,0
6/01/2026 21:00 ¹.,44,8.13,1159.1,187.6,94.8,93.5,1,65,0
6/01/2026 22:00 ¹.,44,7.825,1128.2,186.9,93.2,93.6,1,64.9,0
6/01/2026 23:00 ¹.,39,6.857,1077.5,187.5,95.3,93.5,0,64.9,0
6/01/2026 0:00 ¹.,39,6.931,1024.9,188.4,100.5,93.2,0,62.2,0
7/01/2026 1:00 ¹.,31,5.152,913.4,187.8,99.8,90.1,0,55.7,0
7/01/2026 2:00 ¹.,27,4.386,845.2,187.5,99.9,85.6,0,55.3,0
7/01/2026 3:00 ¹.,24,3.876,816.5,186.4,99.7,85.4,0,53.8,0
7/01/2026 4:00 ¹.,25,3.9,815.4,187.2,94.8,85.5,0,49.1,0
7/01/2026 5:00 ¹.,28,4.743,909.5,177.5,83,85.6,1,50.4,0
7/01/2026 6:00 ¹.,33,5.817,965.5,175.8,86.6,85.5,1,58.7,0
7/01/2026 7:00 ¹.,35,6.133,972.7,171,82.4,85.7,1,57.6,0
7/01/2026 8:00 ¹.,30,5.241,923.5,180.4,93.1,85.6,0,49.2,0
7/01/2026 9:00 ¹.,27,4.503,855.8,186.9,99.5,83.3,0,53.9,0
7/01/2026 10:00 ¹.,34,5.974,991.3,183.1,89.4,84.9,0,53.5,0
7/01/2026 11:00 ¹.,39,6.728,1009.4,178.5,89.6,85.5,0,62.9,0
7/01/2026 12:00 ¹.,41,7.1,1048.7,181.4,90.7,87.8,1,64,0
7/01/2026 13:00 ¹.,41,7.158,1036.5,190.6,96.8,90.1,1,62.6,0
7/01/2026 14:00 ¹.,41,7.387,1090.6,190.7,94.9,92.7,0,61.3,0
7/01/2026 15:00 ¹.,42,7.449,1057.3,182.4,88.2,92.9,0,60.1,0
7/01/2026 16:00 ¹.,40,6.996,1032.2,181.1,89.5,89,0,60.9,0
7/01/2026 17:00 ¹.,41,7.308,1042.7,183.9,88.6,92.5,0,61.3,0
7/01/2026 18:00 ¹.,39,6.869,1013.4,184.2,88.8,92.9,0,60.7,0
7/01/2026 19:00 ¹.,39,6.874,1022.8,183.9,87.4,93.5,0,59.2,0
7/01/2026 20:00 ¹.,42,7.5,1063.1,185,88.2,93.5,1,59.2,0
7/01/2026 21:00 ¹.,42,7.539,1080.6,186.4,91.5,91.6,1,63.5,0
7/01/2026 22:00 ¹.,44,8.045,1146.7,190.8,94.6,95.2,1,64.1,0
7/01/2026 23:00 ¹.,41,7.32,1101.9,189.9,94.1,94.3,0,63.4,0
7/01/2026 0:00 ¹.,42,7.572,1118.7,186,93.4,95.3,0,62.7,0
8/01/2026 1:00 ¹.,41,7.374,1070.8,179.2,88.4,91.2,0,62.6,0
8/01/2026 2:00 ¹.,41,7.185,1035.3,180.2,90.4,90.9,0,63.1,0
8/01/2026 3:00 ¹.,42,7.357,1051.6,180.6,87.9,92,0,62.3,0
8/01/2026 4:00 ¹.,43,7.601,1082.4,183.3,90.6,93.4,0,62.1,0
8/01/2026 5:00 ¹.,35,5.965,991.3,180.3,87.9,88.6,0,60.7,0
8/01/2026 6:00 ¹.,39,7.122,1054.1,175.1,88.1,87.1,1,60.8,0
8/01/2026 7:00 ¹.,39,6.85,1015.6,173.3,84.6,86.7,1,61.2,0
8/01/2026 8:00 ¹.,40,7.042,1031.9,175.7,84.9,88.7,0,59.4,0
8/01/2026 9:00 ¹.,40,6.842,1022.2,176.3,83.2,91.7,0,58.5,0
8/01/2026 10:00 ¹.,44,7.725,1106.4,181.9,89.1,93.4,0,59.6,0
8/01/2026 11:00 ¹.,40,7.056,1035.8,183.1,89.2,93.6,1,61.3,0
8/01/2026 12:00 ¹.,42,7.502,1088.8,184.3,88.3,91.5,1,62.5,0
8/01/2026 13:00 ¹.,42,7.416,1071.9,184.8,88.7,91,1,64.1,0
8/01/2026 14:00 ¹.,39,6.859,1049.9,185.9,90.3,90.3,0,63.8,0
8/01/2026 15:00 ¹.,42,7.556,1114.7,188.7,93.9,90.3,0,63.1,0
8/01/2026 16:00 ¹.,41,7.269,1060.9,181.2,88.5,90.5,0,62.2,0
8/01/2026 17:00 ¹.,40,7.194,1056.2,179.2,86.5,91.8,0,60,0
8/01/2026 18:00 ¹.,29,4.987,909.4,178.1,87.4,90.2,0,59.1,0
8/01/2026 19:00 ¹.,13,1.914,791.7,158,75.6,26.7,0,54.2,0
8/01/2026 20:00 ¹.,32,5.493,914,178,86.8,86,0,57.3,0
8/01/2026 21:00 ¹.,37,6.372,956.6,181.3,90.2,89,1,64.4,0
8/01/2026 22:00 ¹.,36,6.157,960.8,182.1,90.3,86.2,1,64.3,0
8/01/2026 23:00 ¹.,40,6.935,1041.2,188.3,96.3,90.5,1,66.8,0
8/01/2026 0:00 ¹.,41,7.228,1070.7,186.1,96.7,88.1,0,67.6,0
9/01/2026 1:00 ¹.,42,7.464,1021.9,180.4,92.8,90.9,0,66.7,0
9/01/2026 2:00 ¹.,39,6.685,997.9,180.5,91.4,90.6,0,63.9,0
9/01/2026 3:00 ¹.,42,7.299,1036.1,182.3,90.8,91.6,0,63.3,0
9/01/2026 4:00 ¹.,44,7.977,1085.8,185.6,93,94,0,64.1,0
9/01/2026 5:00 ¹.,43,7.635,1076.4,187,93.4,92.4,0,64.1,0
9/01/2026 6:00 ¹.,39,7.05,1071.2,185.9,90.5,90.9,1,62.4,0
9/01/2026 7:00 ¹.,43,7.735,1104.9,184.5,87.7,90.6,1,58.9,0
9/01/2026 8:00 ¹.,41,7.168,1043.2,187.6,93.4,91.2,0,64.9,0
9/01/2026 9:00 ¹.,44,7.797,1072.2,192.5,94.7,95.5,0,63.7,0
9/01/2026 10:00 ¹.,42,7.335,1052.3,190.8,92.8,95.6,0,63.6,0
9/01/2026 11:00 ¹.,44,8.06,1144.3,194.5,97.1,95.5,0,64.2,0
9/01/2026 12:00 ¹.,44,8.109,1129.8,196.9,95.3,95.5,0,61.5,0
9/01/2026 13:00 ¹.,44,7.956,1124.3,194.5,91.6,95.5,0,60.3,0
9/01/2026 14:00 ¹.,44,7.932,1161.3,196.9,94.4,95.4,0,58.3,0
